mes_lancamento,plano_orcamentario_nome,fase_da_despesa,nome_do_gasto,gasto_item,instrumento_inicial,agrupamento,instrumento_final,data,encerramento,detalhamento_do_gasto,conta_rtn,Valor
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 1.008, DE 26 DE OUTUBRO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,182738931,MP nº 1008/2020,Proteção Social,NA,2020-10-26T00:00:00Z,NA,"Alimentação povos indígenas, quilombolas etc",NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 1.008, DE 26 DE OUTUBRO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,227500492,MP nº 1008/2020,Proteção Social,NA,2020-10-26T00:00:00Z,NA,"Alimentação povos indígenas, quilombolas etc",NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 1.008, DE 26 DE OUTUBRO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,227500492,MP nº 1008/2020,Proteção Social,NA,2020-10-26T00:00:00Z,NA,"Alimentação povos indígenas, quilombolas etc",NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 1.032, DE 24 DE FEVEREIRO DE 2021",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2250392670,MP nº 1032/2021,Medidas Sanitárias,NA,2021-02-24T00:00:00Z,NA,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 1.032, DE 24 DE FEVEREIRO DE 2021",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2861205000,MP nº 1032/2021,Medidas Sanitárias,NA,2021-02-24T00:00:00Z,NA,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 1.037, DE 18 DE MARCO DE 2021",Pagamento,Auxílio Emergencial a Pessoas em Situação de Vulnerabilidade,8991451125,MP nº 1037/2021,Proteção Social,NA,2021-03-18T00:00:00Z,NA,Auxílio Emergencial 2021,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 1.037, DE 18 DE MARCO DE 2021",Previsão,Auxílio Emergencial a Pessoas em Situação de Vulnerabilidade,42575600000,MP nº 1037/2021,Proteção Social,NA,2021-03-18T00:00:00Z,NA,Auxílio Emergencial 2021,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 1.038, DE 18 DE MARCO DE 2021",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,10160026,MP nº 1038/2021,Proteção Social,NA,2021-03-18T00:00:00Z,NA,Contratação de pessoal para operacionar o Auxílio 2021,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 1.038, DE 18 DE MARCO DE 2021 - OPERACIONALIZACAO DO PAGAMENTO DE AUXILIO EMERGENCIAL 2021",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,384400000,MP nº 1038/2021,Proteção Social,NA,2021-03-18T00:00:00Z,NA,Contratação de pessoal para operacionar o Auxílio 2021,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 1.041, DE 30 DE MARCO DE 2021",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,871279894,MP nº 1041/2021,Medidas Sanitárias,NA,2021-03-30T00:00:00Z,NA,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 1.041, DE 30 DE MARCO DE 2021",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,5324320141,MP nº 1041/2021,Medidas Sanitárias,NA,2021-03-30T00:00:00Z,NA,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 1.043, DE 16 DE ABRIL DE 2021",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,2693315000,MP nº 1043/2021,Medidas Sanitárias,NA,2021-04-16T00:00:00Z,NA,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 924, DE 13 DE MARCO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20581083,MP nº 924/2020,Medidas Sanitárias,NA,2020-03-13T00:00:00Z,2020-07-10T00:00:00Z,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 924, DE 13 DE MARCO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,20581083,MP nº 924/2020,Medidas Sanitárias,NA,2020-03-13T00:00:00Z,2020-07-10T00:00:00Z,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 924, DE 13 DE MARCO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,57374574,MP nº 924/2020,Medidas Sanitárias,NA,2020-03-13T00:00:00Z,2020-07-10T00:00:00Z,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 924, DE 13 DE MARCO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,57374574,MP nº 924/2020,Medidas Sanitárias,NA,2020-03-13T00:00:00Z,2020-07-10T00:00:00Z,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,1878510,MP nº 929/2020,Proteção Social,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação do Bolsa Família,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,1878510,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação da capacidade de atendimento - DEFESA,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,1878510,MP nº 929/2020,Outras Medidas,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,MCTI: pesquisa; MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,1878510,MP nº 929/2020,Proteção Social,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação do Bolsa Família,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,1878510,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação da capacidade de atendimento - DEFESA,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,1878510,MP nº 929/2020,Outras Medidas,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,MCTI: pesquisa; MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,15441074,MP nº 929/2020,Proteção Social,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação do Bolsa Família,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,15441074,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação da capacidade de atendimento - DEFESA,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,15441074,MP nº 929/2020,Outras Medidas,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,MCTI: pesquisa; MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,15441074,MP nº 929/2020,Proteção Social,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação do Bolsa Família,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,15441074,MP nº 929/2020,Medidas Sanitárias,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,Ampliação da capacidade de atendimento - DEFESA,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 929, DE 25 DE MARCO DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,15441074,MP nº 929/2020,Outras Medidas,NA,2020-03-25T00:00:00Z,2020-07-22T00:00:00Z,MCTI: pesquisa; MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 935, DE 1 DE ABRIL DE 2020 BENEFICIO EMERGENCIAL DE MANUTENCAO DO EMPREGO E DA RENDA",Pagamento,Benefício Emergencial de Manutenção do Emprego e da Renda,612100274,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 935, DE 1 DE ABRIL DE 2020 BENEFICIO EMERGENCIAL DE MANUTENCAO DO EMPREGO E DA RENDA",Pagamento,Benefício Emergencial de Manutenção do Emprego e da Renda,612100274,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 935, DE 1 DE ABRIL DE 2020 BENEFICIO EMERGENCIAL DE MANUTENCAO DO EMPREGO E DA RENDA",Previsão,Benefício Emergencial de Manutenção do Emprego e da Renda,1648212151,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 935, DE 1 DE ABRIL DE 2020 BENEFICIO EMERGENCIAL DE MANUTENCAO DO EMPREGO E DA RENDA",Previsão,Benefício Emergencial de Manutenção do Emprego e da Renda,1648212151,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 935, DE 1 DE ABRIL DE 2020 SERVICOS DE TECNOLOGIA DA INFORMACAO PARA PAGAMENTO DO BENEFICIO EMERGENCIAL",Pagamento,Benefício Emergencial de Manutenção do Emprego e da Renda,15507492,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 935, DE 1 DE ABRIL DE 2020 SERVICOS DE TECNOLOGIA DA INFORMACAO PARA PAGAMENTO DO BENEFICIO EMERGENCIAL",Pagamento,Benefício Emergencial de Manutenção do Emprego e da Renda,15507492,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 935, DE 1 DE ABRIL DE 2020 SERVICOS DE TECNOLOGIA DA INFORMACAO PARA PAGAMENTO DO BENEFICIO EMERGENCIAL",Previsão,Benefício Emergencial de Manutenção do Emprego e da Renda,17494656,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 935, DE 1 DE ABRIL DE 2020 SERVICOS DE TECNOLOGIA DA INFORMACAO PARA PAGAMENTO DO BENEFICIO EMERGENCIAL",Previsão,Benefício Emergencial de Manutenção do Emprego e da Renda,17494656,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 935,DE 1 DE ABRIL DE 2020 SERVICOS BANCARIOS PARA PAGAMENTO DO BENEFICIO EMERGENCIAL",Pagamento,Benefício Emergencial de Manutenção do Emprego e da Renda,3496208,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 935,DE 1 DE ABRIL DE 2020 SERVICOS BANCARIOS PARA PAGAMENTO DO BENEFICIO EMERGENCIAL",Pagamento,Benefício Emergencial de Manutenção do Emprego e da Renda,3496208,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 935,DE 1 DE ABRIL DE 2020 SERVICOS BANCARIOS PARA PAGAMENTO DO BENEFICIO EMERGENCIAL",Previsão,Benefício Emergencial de Manutenção do Emprego e da Renda,29407583,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 935,DE 1 DE ABRIL DE 2020 SERVICOS BANCARIOS PARA PAGAMENTO DO BENEFICIO EMERGENCIAL",Previsão,Benefício Emergencial de Manutenção do Emprego e da Renda,29407583,MP nº 935/2020,Suporte ao Trabalho,NA,2020-04-01T00:00:00Z,2020-07-29T00:00:00Z,Programa Emergencial de Manutenção do Emprego e Renda,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 937, DE 2 DE ABRIL DE 2020",Previsão,Auxílio Emergencial a Pessoas em Situação de Vulnerabilidade,16800,MP nº 937/2020,NA,NA,NA,NA,NA,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 937, DE 2 DE ABRIL DE 2020",Previsão,Auxílio Emergencial a Pessoas em Situação de Vulnerabilidade,16800,MP nº 937/2020,NA,NA,NA,NA,NA,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 940, DE 2 DE ABRIL DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,18632244,Mp nº 940/2020,Medidas Sanitárias,NA,2020-04-02T00:00:00Z,2020-07-30T00:00:00Z,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 940, DE 2 DE ABRIL DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,18632244,Mp nº 940/2020,Medidas Sanitárias,NA,2020-04-02T00:00:00Z,2020-07-30T00:00:00Z,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 940, DE 2 DE ABRIL DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,40752531,Mp nº 940/2020,Medidas Sanitárias,NA,2020-04-02T00:00:00Z,2020-07-30T00:00:00Z,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 940, DE 2 DE ABRIL DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,40752531,Mp nº 940/2020,Medidas Sanitárias,NA,2020-04-02T00:00:00Z,2020-07-30T00:00:00Z,Ampliação da capacidade de atendimento,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 941, DE 2 DE ABRIL DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,23642762,MP nº 941/2020,Medidas Federativas,Lei 14032/20,2020-04-02T00:00:00Z,NA,Suplementação do FNS - Reversão de emendas parlamentares,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 941, DE 2 DE ABRIL DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,23642762,MP nº 941/2020,Medidas Federativas,Lei 14032/20,2020-04-02T00:00:00Z,NA,Suplementação do FNS - Reversão de emendas parlamentares,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 942, DE 2 DE ABRIL DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,9516709,MP nº 942/2020,Outras Medidas,Lei 14033/20,2020-04-02T00:00:00Z,NA,MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 942, DE 2 DE ABRIL DE 2020",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,9516709,MP nº 942/2020,Outras Medidas,Lei 14033/20,2020-04-02T00:00:00Z,NA,MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 942, DE 2 DE ABRIL DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,11227783,MP nº 942/2020,Outras Medidas,Lei 14033/20,2020-04-02T00:00:00Z,NA,MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 942, DE 2 DE ABRIL DE 2020",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,11227783,MP nº 942/2020,Outras Medidas,Lei 14033/20,2020-04-02T00:00:00Z,NA,MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 942, DE 2 DE ABRIL DE 2020 - ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS NO AMBITO DA CGETNO",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,89511,MP nº 942/2020,Outras Medidas,Lei 14033/20,2020-04-02T00:00:00Z,NA,MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 942, DE 2 DE ABRIL DE 2020 - ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS NO AMBITO DA CGETNO",Pagamento,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,89511,MP nº 942/2020,Outras Medidas,Lei 14033/20,2020-04-02T00:00:00Z,NA,MRE: brasileiros retidos no exterior,NA,NA
2021-04-01,"COVID-19 - MEDIDA PROVISORIA N. 942, DE 2 DE ABRIL DE 2020 - ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS NO AMBITO DA CGETNO",Previsão,Despesas Adicionais do Ministério da Saúde e Demais Ministérios,315583,MP nº 942/2020,Outras Medidas,Lei 14033/20,2020-04-02T00:00:00Z,NA,MRE: brasileiros retidos no exterior,NA,NA
